date;investissement;interets;commissions_totales;commission_supplementaire;revenu_global;nombre_MEC;rendement;cycle;taux_interet
11-12-2025 23:59:46;50,000.00;12,000.00;7,233.60;9,300.00;21,300.00;115;42.37 %;28;24.00%
