date_calcul;date_fin_cycle;montant_investi;interets;commissions;commission_supplementaire;revenu_global;MEC;circulation;rendement
11-12-2025 23:59:46;08-01-2026 23:59:46;50,266.40;12,000.00;7,233.60;9,300.00;21,300.00;115;71,300.00;42.37 %
